"Name","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BsR","Fld","WAR","playerid"
"Chris Diaz","1","1","0","0","0","0","0","0","0","0","0","0","0",".200",".237",".259",".495",".222","0.0","0.0","0.0","sa621581"
"Claudio Custodio","1","1","0","0","0","0","0","0","0","0","0","0","0",".194",".234",".260",".494",".222","0.0","0.0","0.0","sa547829"
"Byron Capellan","1","1","0","0","0","0","0","0","0","0","0","0","0",".195",".236",".259",".495",".222","0.0","0.0","0.0","sa548046"
"Adam Bryant","1","1","0","0","0","0","0","0","0","0","0","0","0",".200",".235",".260",".495",".222","0.0","0.0","0.0","sa598264"
"Curt Powell","1","1","0","0","0","0","0","0","0","0","0","0","0",".201",".234",".262",".496",".222","0.0","0.0","0.0","sa738708"
"Adam Frazier","1","1","0","0","0","0","0","0","0","0","0","0","0",".205",".241",".253",".494",".222","0.0","0.0","0.0","sa737830"
"Rony Peralta","1","1","0","0","0","0","0","0","0","0","0","0","0",".195",".235",".260",".495",".221","0.0","0.0","0.0","sa503012"
"Domingo Leyba","1","1","0","0","0","0","0","0","0","0","0","0","0",".194",".234",".259",".493",".221","0.0","0.0","0.0","sa736654"
"Manuel Joseph","1","1","0","0","0","0","0","0","0","0","0","0","0",".199",".233",".260",".493",".220","0.0","0.0","0.0","sa657562"
"Pedro Ruiz","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".241",".243",".484",".220","0.0","0.0","0.0","sa548055"
"Pat Valaika","1","1","0","0","0","0","0","0","0","0","0","0","0",".191",".233",".257",".490",".220","0.0","0.0","0.0","sa708988"
"Wade Kirkland","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".226",".267",".493",".220","0.0","0.0","0.0","sa549069"
"Stephen Branca","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".232",".259",".491",".220","0.0","0.0","0.0","sa659671"
"Enmanuel Paulino","1","1","0","0","0","0","0","0","0","0","0","0","0",".194",".232",".259",".491",".220","0.0","0.0","0.0","sa597211"
"Wendell Soto","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".231",".258",".489",".220","0.0","0.0","0.0","sa548269"
"Michael Antonio","1","1","0","0","0","0","0","0","0","0","0","0","0",".191",".228",".262",".491",".219","0.0","0.0","0.0","sa548196"
"Jesmuel Valentin","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".238",".246",".484",".219","0.0","0.0","0.0","sa657867"
"Juniel Querecuto","1","1","0","0","0","0","0","0","0","0","0","0","0",".198",".239",".247",".486",".219","0.0","0.0","0.0","sa549536"
"Juan Gamboa","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".233",".253",".486",".219","0.0","0.0","0.0","sa542553"
"Jason Stolz","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".228",".262",".490",".218","0.0","0.0","0.0","sa526564"
"Jake Brown","1","1","0","0","0","0","0","0","0","0","0","0","0",".193",".236",".250",".485",".218","0.0","0.0","0.0","sa658810"
"Johan Camargo","1","1","0","0","0","0","0","0","0","0","0","0","0",".201",".234",".252",".487",".218","0.0","0.0","0.0","sa657234"
"Rehiner Cordova","1","1","0","0","0","0","0","0","0","0","0","0","0",".193",".235",".251",".486",".218","0.0","0.0","0.0","sa597192"
"Jose Zambrano","1","1","0","0","0","0","0","0","0","0","0","0","0",".199",".232",".256",".487",".218","0.0","0.0","0.0","sa655915"
"Pablo Reyes","1","1","0","0","0","0","0","0","0","0","0","0","0",".195",".233",".252",".485",".218","0.0","0.0","0.0","sa657423"
"Ryan Dunn","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".236",".244",".480",".218","0.0","0.0","0.0","sa658350"
"Ronald Luna","1","1","0","0","0","0","0","0","0","0","0","0","0",".208",".233",".256",".488",".218","0.0","0.0","0.0","sa506532"
"Tim Anderson","1","1","0","0","0","0","0","0","0","0","0","0","0",".192",".232",".251",".483",".217","0.0","0.0","0.0","sa737508"
"Nicholas Bartolone","1","1","0","0","0","0","0","0","0","0","0","0","0",".197",".235",".249",".484",".217","0.0","0.0","0.0","sa548324"
"James Howick","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".228",".257",".485",".217","0.0","0.0","0.0","sa599211"
"Bill Pujols","1","1","0","0","0","0","0","0","0","0","0","0","0",".194",".233",".250",".483",".217","0.0","0.0","0.0","sa657777"
"Hector Vargas","1","1","0","0","0","0","0","0","0","0","0","0","0",".199",".233",".251",".484",".217","0.0","0.0","0.0","sa736941"
"Pedro Mendoza","1","1","0","0","0","0","0","0","0","0","0","0","0",".201",".230",".256",".486",".217","0.0","0.0","0.0","sa506823"
"Cleuluis Rondon","1","1","0","0","0","0","0","0","0","0","0","0","0",".193",".231",".251",".482",".217","0.0","0.0","0.0","sa596998"
"Brandon Bednar","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".227",".258",".485",".216","0.0","0.0","0.0","sa737887"
"Jose Rosario","1","1","0","0","0","0","0","0","0","0","0","0","0",".193",".227",".257",".484",".216","0.0","0.0","0.0","sa507166"
"Gabriel Roa","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".236",".242",".479",".216","0.0","0.0","0.0","sa658628"
"Gianfranco Wawoe","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".232",".247",".479",".216","0.0","0.0","0.0","sa596239"
"Humberto Arteaga","1","1","0","0","0","0","0","0","0","0","0","0","0",".202",".228",".257",".485",".216","0.0","0.0","0.0","sa598821"
"Gustavo Pierre","1","1","0","0","0","0","0","0","0","0","0","0","0",".192",".218",".271",".489",".216","0.0","0.0","0.0","sa503319"
"Angelo Mora","1","1","0","0","0","0","0","0","0","0","0","0","0",".192",".229",".252",".481",".216","0.0","0.0","0.0","sa597177"
"Abiatal Avelino","1","1","0","0","0","0","0","0","0","0","0","0","0",".195",".231",".248",".479",".215","0.0","0.0","0.0","sa657893"
"Jose Fernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".228",".251",".479",".215","0.0","0.0","0.0","sa549697"
"Delvis Morales","1","1","0","0","0","0","0","0","0","0","0","0","0",".191",".234",".241",".475",".215","0.0","0.0","0.0","sa547910"
"Gabriel Santana","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".231",".246",".477",".215","0.0","0.0","0.0","sa506054"
"Ismael Tijerina","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".234",".239",".473",".214","0.0","0.0","0.0","sa504825"
"Stephen Malcolm","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".227",".250",".477",".214","0.0","0.0","0.0","sa548552"
"Juremi Profar","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".230",".248",".477",".214","0.0","0.0","0.0","sa736995"
"Jose Rondon","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".231",".247",".477",".214","0.0","0.0","0.0","sa597500"
"Marcus Littlewood","1","1","0","0","0","0","0","0","0","0","0","0","0",".165",".234",".233",".467",".214","0.0","0.0","0.0","sa548261"
"Emerson Jimenez","1","1","0","0","0","0","0","0","0","0","0","0","0",".200",".226",".255",".481",".214","0.0","0.0","0.0","sa657311"
"Tyler Shryock","1","1","0","0","0","0","0","0","0","0","0","0","0",".198",".232",".245",".477",".214","0.0","0.0","0.0","sa738572"
"Jair Morelos","1","1","0","0","0","0","0","0","0","0","0","0","0",".201",".230",".249",".479",".214","0.0","0.0","0.0","sa596038"
"Phillip Evans","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".230",".245",".475",".214","0.0","0.0","0.0","sa599250"
"Jeremy Sy","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".226",".250",".476",".214","0.0","0.0","0.0","sa658194"
"Wes Schill","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".235",".234",".469",".213","0.0","0.0","0.0","sa599087"
"Reed Harper","1","1","0","0","0","0","0","0","0","0","0","0","0",".194",".229",".247",".476",".213","0.0","0.0","0.0","sa738433"
"Yucary De La Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".225",".250",".476",".213","0.0","0.0","0.0","sa506910"
"Jose Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".230",".245",".475",".213","0.0","0.0","0.0","sa736960"
"Gari Pena","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".217",".261",".478",".213","0.0","0.0","0.0","sa503465"
"Jorge Vega-Rosado","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".225",".248",".473",".212","0.0","0.0","0.0","sa598671"
"Toby Thomas","1","1","0","0","0","0","0","0","0","0","0","0","0",".198",".220",".260",".480",".212","0.0","0.0","0.0","sa738704"
"Ryan Gebhardt","1","1","0","0","0","0","0","0","0","0","0","0","0",".197",".229",".246",".475",".212","0.0","0.0","0.0","sa738165"
"Leobaldo Pina","1","1","0","0","0","0","0","0","0","0","0","0","0",".196",".230",".242",".472",".212","0.0","0.0","0.0","sa596837"
"Jecksson Flores","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".238",".225",".463",".212","0.0","0.0","0.0","sa597007"
"Sergio Alcantara","1","1","0","0","0","0","0","0","0","0","0","0","0",".183",".231",".236",".467",".212","0.0","0.0","0.0","sa739641"
"Justin Viele","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".227",".242",".469",".212","0.0","0.0","0.0","sa738726"
"Raul Samboy","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".224",".248",".472",".211","0.0","0.0","0.0","sa657498"
"Grenny Cumana","1","1","0","0","0","0","0","0","0","0","0","0","0",".192",".225",".246",".471",".211","0.0","0.0","0.0","sa735846"
"Martin Peguero","1","1","0","0","0","0","0","0","0","0","0","0","0",".197",".225",".249",".474",".211","0.0","0.0","0.0","sa598824"
"Jorge Mateo","1","1","0","0","0","0","0","0","0","0","0","0","0",".183",".224",".246",".469",".211","0.0","0.0","0.0","sa657910"
"Ronald Bueno","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".231",".235",".467",".211","0.0","0.0","0.0","sa549192"
"Henry Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".225",".246",".472",".211","0.0","0.0","0.0","sa736756"
"Fernery Ozuna","1","1","0","0","0","0","0","0","0","0","0","0","0",".191",".223",".249",".472",".211","0.0","0.0","0.0","sa739259"
"Angel Rosa","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".222",".250",".472",".211","0.0","0.0","0.0","sa707769"
"Ramon Coronel","1","1","0","0","0","0","0","0","0","0","0","0","0",".193",".226",".244",".471",".211","0.0","0.0","0.0","sa504762"
"Yonathan Mendoza","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".230",".235",".465",".211","0.0","0.0","0.0","sa596904"
"Emmanuel Serra","1","1","0","0","0","0","0","0","0","0","0","0","0",".192",".229",".239",".468",".210","0.0","0.0","0.0","sa657468"
"Geraldo Valor","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".226",".240",".466",".210","0.0","0.0","0.0","sa596171"
"Justin Boudreaux","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".224",".239",".463",".210","0.0","0.0","0.0","sa599156"
"Logan Davis","1","1","0","0","0","0","0","0","0","0","0","0","0",".191",".227",".239",".466",".210","0.0","0.0","0.0","sa550081"
"Juan Heredia","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".231",".228",".459",".209","0.0","0.0","0.0","sa597731"
"Christian Arroyo","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".222",".246",".468",".209","0.0","0.0","0.0","sa737529"
"Dimas Ponce","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".224",".241",".466",".209","0.0","0.0","0.0","sa504835"
"Juan Santana","1","1","0","0","0","0","0","0","0","0","0","0","0",".190",".223",".245",".468",".209","0.0","0.0","0.0","sa596860"
"Brandon Martin","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".215",".253",".467",".209","0.0","0.0","0.0","sa597756"
"Javier Azcona","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".211",".259",".471",".209","0.0","0.0","0.0","sa506697"
"Omar Obregon","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".226",".237",".463",".209","0.0","0.0","0.0","sa657232"
"Carlos George","1","1","0","0","0","0","0","0","0","0","0","0","0",".193",".221",".249",".469",".209","0.0","0.0","0.0","sa455776"
"Dom Nunez","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".219",".248",".467",".209","0.0","0.0","0.0","sa737813"
"Jonathan Richards","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".225",".241",".466",".209","0.0","0.0","0.0","sa737208"
"Luis Terrero","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".224",".240",".464",".209","0.0","0.0","0.0","sa736993"
"Richard Urena","1","1","0","0","0","0","0","0","0","0","0","0","0",".187",".225",".239",".463",".209","0.0","0.0","0.0","sa736829"
"Belarmino Campos","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".224",".239",".463",".209","0.0","0.0","0.0","sa548025"
"Thomas Winegardner","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".223",".241",".464",".208","0.0","0.0","0.0","sa600896"
"Jamiel Orozco","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".221",".242",".463",".208","0.0","0.0","0.0","sa547828"
"Carlos Penalver","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".227",".233",".460",".208","0.0","0.0","0.0","sa596953"
"Jhonbaker Morales","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".222",".241",".463",".208","0.0","0.0","0.0","sa655900"
"Tyler Smith","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".221",".242",".462",".208","0.0","0.0","0.0","sa709018"
"Osvaldo Abreu","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".224",".235",".460",".207","0.0","0.0","0.0","sa657398"
"Renaldo Jenkins","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".222",".239",".461",".207","0.0","0.0","0.0","sa599726"
"Willy Adames","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".226",".228",".454",".207","0.0","0.0","0.0","sa736655"
"Rafael Fernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".223",".235",".458",".207","0.0","0.0","0.0","sa596240"
"Alberto Triunfel","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".219",".240",".459",".207","0.0","0.0","0.0","sa597103"
"Dawel Lugo","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".213",".252",".465",".206","0.0","0.0","0.0","sa659207"
"Sam Roberts","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".226",".226",".452",".206","0.0","0.0","0.0","sa598562"
"Christopher Tamarez","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".218",".241",".459",".206","0.0","0.0","0.0","sa597118"
"Luis Caballero","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".223",".230",".453",".206","0.0","0.0","0.0","sa551374"
"Bryan Cuevas","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".218",".243",".461",".206","0.0","0.0","0.0","sa657320"
"Erick Salcedo","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".225",".231",".455",".206","0.0","0.0","0.0","sa548029"
"Jake Miller","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".215",".243",".459",".206","0.0","0.0","0.0","sa738373"
"Jose Vinicio","1","1","0","0","0","0","0","0","0","0","0","0","0",".189",".217",".245",".461",".205","0.0","0.0","0.0","sa549538"
"Luis Reynoso","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".221",".236",".456",".205","0.0","0.0","0.0","sa657525"
"Angel Jimenez","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".220",".233",".453",".205","0.0","0.0","0.0","sa657515"
"Gregory Munoz","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".220",".236",".456",".205","0.0","0.0","0.0","sa737565"
"Stephen Perez","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".218",".237",".455",".205","0.0","0.0","0.0","sa501997"
"Varonex Cuevas","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".224",".228",".451",".205","0.0","0.0","0.0","sa598144"
"William Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".222",".234",".456",".205","0.0","0.0","0.0","sa548056"
"Michael Fransoso","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".223",".232",".455",".205","0.0","0.0","0.0","sa709000"
"Justin Bohn","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".221",".232",".453",".205","0.0","0.0","0.0","sa737835"
"Jack Reinheimer","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".223",".227",".451",".205","0.0","0.0","0.0","sa549854"
"James Roberts","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".220",".236",".455",".205","0.0","0.0","0.0","sa550164"
"Nick Urbanus","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".223",".229",".452",".205","0.0","0.0","0.0","sa582793"
"Adderly Rosa","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".223",".226",".450",".204","0.0","0.0","0.0","sa506119"
"Franchy Cordero","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".219",".236",".455",".204","0.0","0.0","0.0","sa657481"
"Luis Cortez","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".214",".244",".457",".204","0.0","0.0","0.0","sa505040"
"Darinel Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".183",".218",".235",".454",".204","0.0","0.0","0.0","sa737349"
"Engelb Vielma","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".221",".233",".454",".204","0.0","0.0","0.0","sa657416"
"Javier Guerra","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".221",".230",".451",".204","0.0","0.0","0.0","sa736916"
"Luis Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".215",".241",".455",".204","0.0","0.0","0.0","sa736875"
"Cory Thompson","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".215",".239",".454",".203","0.0","0.0","0.0","sa738349"
"Nick Basto","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".215",".239",".454",".203","0.0","0.0","0.0","sa657998"
"Gavin Cecchini","1","1","0","0","0","0","0","0","0","0","0","0","0",".186",".220",".231",".451",".203","0.0","0.0","0.0","sa657876"
"Andelson Fernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".218",".232",".450",".203","0.0","0.0","0.0","sa550667"
"Dreily Guerrero","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".218",".230",".448",".202","0.0","0.0","0.0","sa506225"
"Kelvin Gutierrez","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".217",".233",".450",".202","0.0","0.0","0.0","sa736855"
"Leon Canelon","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".217",".233",".450",".202","0.0","0.0","0.0","sa596987"
"Raphachel Colatosti","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".219",".228",".447",".202","0.0","0.0","0.0","sa596942"
"Angel Ortega","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".215",".236",".451",".202","0.0","0.0","0.0","sa658030"
"David Mayfield","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".211",".241",".452",".202","0.0","0.0","0.0","sa739543"
"Edwin Fuentes","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".220",".226",".446",".202","0.0","0.0","0.0","sa657534"
"Jose Munoz","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".212",".237",".449",".202","0.0","0.0","0.0","sa657976"
"Tyler Wade","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".219",".226",".445",".202","0.0","0.0","0.0","sa737878"
"Hiram Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".215",".235",".450",".202","0.0","0.0","0.0","sa550519"
"Wilfredo Solano","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".217",".230",".448",".202","0.0","0.0","0.0","sa547778"
"Luis Marte","1","1","0","0","0","0","0","0","0","0","0","0","0",".188",".213",".240",".453",".202","0.0","0.0","0.0","sa597106"
"Jhonnathan Teran","1","1","0","0","0","0","0","0","0","0","0","0","0",".185",".214",".236",".450",".201","0.0","0.0","0.0","sa655907"
"Alwin Delgado","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".214",".235",".449",".201","0.0","0.0","0.0","sa547769"
"Ricardo Andujar","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".218",".225",".444",".201","0.0","0.0","0.0","sa658092"
"Seth Moranda","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".218",".227",".445",".201","0.0","0.0","0.0","sa598423"
"Ronny Mejias","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".217",".228",".445",".201","0.0","0.0","0.0","sa597052"
"Kenneth Peoples-Walls","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".212",".238",".449",".201","0.0","0.0","0.0","sa597960"
"Tzu-Wei Lin","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".219",".225",".444",".201","0.0","0.0","0.0","sa660589"
"Christian Vazquez","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".215",".232",".447",".201","0.0","0.0","0.0","sa738233"
"Adrian Alfaro","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".220",".223",".443",".201","0.0","0.0","0.0","sa735837"
"Jairo Cardozo","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".217",".229",".446",".201","0.0","0.0","0.0","sa597047"
"Eliezer Alvarez","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".215",".231",".445",".201","0.0","0.0","0.0","sa657261"
"Hengerber Medina","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".218",".225",".443",".201","0.0","0.0","0.0","sa659366"
"Daniel Leonardo","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".216",".227",".443",".200","0.0","0.0","0.0","sa736659"
"Jorge Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".207",".241",".448",".200","0.0","0.0","0.0","sa549648"
"Angel Aguilar","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".213",".234",".447",".200","0.0","0.0","0.0","sa657323"
"Alfredo Reyes","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".217",".226",".443",".200","0.0","0.0","0.0","sa597093"
"Tyler Greene","1","1","0","0","0","0","0","0","0","0","0","0","0",".170",".210",".235",".445",".200","0.0","0.0","0.0","sa598427"
"Jose Luis Javier","1","1","0","0","0","0","0","0","0","0","0","0","0",".180",".216",".227",".443",".200","0.0","0.0","0.0","sa604003"
"Enneider Torres","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".212",".234",".446",".200","0.0","0.0","0.0","sa735824"
"Kristian Trompiz","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".213",".231",".444",".200","0.0","0.0","0.0","sa737029"
"Ivan Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".214",".231",".445",".200","0.0","0.0","0.0","sa657222"
"Jose Salazar","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".216",".226",".442",".200","0.0","0.0","0.0","sa596025"
"Ramses Pena","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".219",".219",".438",".199","0.0","0.0","0.0","sa547860"
"Douglas Duran","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".214",".226",".440",".199","0.0","0.0","0.0","sa596220"
"Jonathan Suero","1","1","0","0","0","0","0","0","0","0","0","0","0",".177",".214",".228",".441",".199","0.0","0.0","0.0","sa547906"
"William Cuicas","1","1","0","0","0","0","0","0","0","0","0","0","0",".179",".214",".229",".442",".199","0.0","0.0","0.0","sa655916"
"Steven Fuentes","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".211",".231",".443",".199","0.0","0.0","0.0","sa655914"
"Geral Silva","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".214",".226",".440",".199","0.0","0.0","0.0","sa658471"
"Adrian Martinez","1","1","0","0","0","0","0","0","0","0","0","0","0",".184",".214",".227",".442",".198","0.0","0.0","0.0","sa502807"
"Cristian Toribio","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".214",".226",".441",".198","0.0","0.0","0.0","sa657281"
"Raymel Flores","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".215",".221",".436",".198","0.0","0.0","0.0","sa657503"
"Franklin Barreto","1","1","0","0","0","0","0","0","0","0","0","0","0",".175",".207",".236",".443",".198","0.0","0.0","0.0","sa739765"
"Grofi Cruz","1","1","0","0","0","0","0","0","0","0","0","0","0",".182",".212",".230",".442",".198","0.0","0.0","0.0","sa736695"
"Jorma Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".213",".225",".438",".198","0.0","0.0","0.0","sa736694"
"Jose Hernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".210",".232",".442",".198","0.0","0.0","0.0","sa656015"
"Andrew Ayers","1","1","0","0","0","0","0","0","0","0","0","0","0",".181",".210",".232",".441",".197","0.0","0.0","0.0","sa738436"
"Dickie Thon","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".213",".222",".435",".197","0.0","0.0","0.0","sa548351"
"Thomas Alvarez","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".215",".219",".434",".197","0.0","0.0","0.0","sa658690"
"Anthony Dominguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".214",".218",".433",".197","0.0","0.0","0.0","sa737025"
"Jared Breen","1","1","0","0","0","0","0","0","0","0","0","0","0",".178",".211",".225",".436",".196","0.0","0.0","0.0","sa738339"
"Amed Rosario","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".205",".232",".437",".196","0.0","0.0","0.0","sa732115"
"Jonatan Ynojoso","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".212",".220",".432",".195","0.0","0.0","0.0","sa550597"
"Lonnie Kauppila","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".210",".224",".434",".195","0.0","0.0","0.0","sa550180"
"Guillermo Salas","1","1","0","0","0","0","0","0","0","0","0","0","0",".176",".209",".224",".434",".195","0.0","0.0","0.0","sa736882"
"Daniel Bravo","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".210",".220",".430",".195","0.0","0.0","0.0","sa657827"
"Noe Berroa","1","1","0","0","0","0","0","0","0","0","0","0","0",".169",".209",".220",".429",".194","0.0","0.0","0.0","sa547983"
"John Leonard","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".208",".222",".430",".194","0.0","0.0","0.0","sa598169"
"Carlos Ozuna","1","1","0","0","0","0","0","0","0","0","0","0","0",".174",".209",".220",".430",".193","0.0","0.0","0.0","sa657434"
"Oviel Florentino","1","1","0","0","0","0","0","0","0","0","0","0","0",".171",".209",".219",".428",".193","0.0","0.0","0.0","sa597221"
"Angel Rojas","1","1","0","0","0","0","0","0","0","0","0","0","0",".173",".209",".217",".426",".192","0.0","0.0","0.0","sa549206"
"Bealyn Chourio","1","1","0","0","0","0","0","0","0","0","0","0","0",".165",".211",".212",".423",".192","0.0","0.0","0.0","sa596372"
"Chad Pinder","1","1","0","0","0","0","0","0","0","0","0","0","0",".168",".203",".222",".425",".191","0.0","0.0","0.0","sa708990"
"Dennis Santana","1","1","0","0","0","0","0","0","0","0","0","0","0",".165",".205",".215",".420",".191","0.0","0.0","0.0","sa737018"
"Bryan Brito","1","1","0","0","0","0","0","0","0","0","0","0","0",".172",".204",".219",".423",".190","0.0","0.0","0.0","sa506254"
"Malquin Canelo","1","1","0","0","0","0","0","0","0","0","0","0","0",".169",".204",".217",".421",".190","0.0","0.0","0.0","sa657479"
